CourseName,Syllabus,Version,Duration,Weeks,Department,Level,Credits,CreatedDate,UpdatedDate,Instructor,InstructorEmail,Category,Language,Mode,Price,Discount,SeatsAvailable,EnrolledCount,Rating,ReviewCount,Country,State,City,Course ID
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,15 weeks,15,CE,Intermediate,10,26-04-2024,21-04-2025,Steven Golden,kirbymary@dudley-hodges.org,Engineering,Tamil,Offline,880.6,43.27,73,85,2.1,58,India,Andhra Pradesh,Vijayawada,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",1,23 weeks,23,CE,Intermediate,6,24-06-2023,11-02-2025,Mrs. Sarah Fuentes,ryangross@yahoo.com,Programming,Tamil,Hybrid,402.31,14.76,40,0,2,115,India,Karnataka,Mangalore,CD09-AT
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",3,15 weeks,15,EEE,Intermediate,4,02-01-2024,11-02-2025,Kim Morales,pedwards@williams-nolan.biz,Engineering,Tamil,Hybrid,535.78,24.04,48,11,4.3,58,India,Andhra Pradesh,Visakhapatnam,CD04-DA
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",5,20 weeks,20,CE,Beginner,1,25-12-2023,29-08-2024,Lynn Rivera,david62@morton-callahan.biz,Technology,Tamil,Online,277.75,8.69,93,82,4.5,443,India,Andhra Pradesh,Vijayawada,CD07-DO
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,14 weeks,14,CS,Advanced,4,20-08-2022,26-02-2025,Rhonda Norton,edwardsmichael@ruiz.com,Technology,English,Online,648.49,32.02,78,55,1.3,473,India,Karnataka,Hubli,CD08-CS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",1,24 weeks,24,CE,Beginner,2,10-02-2023,15-04-2025,Kathryn Harris,garciashannon@collins.biz,Computer Science,English,Offline,798,29.24,38,74,3,441,India,Karnataka,Hubli,CD03-ML
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,17 weeks,17,ME,Beginner,8,25-08-2022,10-06-2025,James Ramos,jamescastillo@gmail.com,Engineering,English,Online,122.79,37.59,27,58,3.4,277,India,Andhra Pradesh,Kurnool,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,12 weeks,12,ME,Beginner,2,19-04-2024,27-08-2024,William Nelson,asmith@hotmail.com,Computer Science,English,Online,702.45,36.46,37,30,4.1,142,India,Andhra Pradesh,Guntur,CD01-DS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,15 weeks,15,CE,Beginner,2,11-07-2024,22-01-2025,Richard Yates,pricejessica@yahoo.com,Computer Science,English,Offline,908.69,8.61,28,99,1.5,451,India,Karnataka,Belgaum,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,23 weeks,23,CE,Advanced,10,09-01-2024,25-05-2025,Patricia Robinson,katrinacook@king.net,Computer Science,English,Hybrid,498.57,25.38,52,68,2.7,439,India,Tamil Nadu,Coimbatore,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,16 weeks,16,ME,Beginner,6,24-06-2024,22-07-2025,Robin Hayes,cesarcarpenter@hotmail.com,Computer Science,Tamil,Offline,558.37,49.19,77,56,1.6,443,India,Tamil Nadu,Salem,CD03-ML
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",3,17 weeks,17,EEE,Beginner,9,22-07-2024,09-10-2024,Anthony Stone,sydney01@jones-taylor.org,Computer Science,English,Hybrid,218.32,13.12,49,96,3.3,19,India,Karnataka,Mysore,CD05-FS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,20 weeks,20,CE,Beginner,8,08-08-2022,31-10-2024,April Peterson,garciajames@yahoo.com,Engineering,English,Online,794.82,32.41,93,42,4.2,110,India,Tamil Nadu,Salem,CD09-AT
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,15 weeks,15,ECE,Advanced,9,18-09-2023,23-07-2025,John Lee,dwoods@hotmail.com,Engineering,English,Hybrid,152.05,42.27,38,52,1.6,473,India,Tamil Nadu,Chennai,CD01-DS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",4,15 weeks,15,EEE,Intermediate,2,20-04-2023,12-02-2025,Michael Rice,paulkramer@duke.biz,Computer Science,Tamil,Hybrid,424.76,35.85,29,73,1.4,148,India,Kerala,Kozhikode,CD06-CC
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,19 weeks,19,IT,Intermediate,10,03-10-2023,04-05-2025,Dana Lewis,mharris@gonzalez.info,Technology,English,Hybrid,131.68,14.72,51,22,1.9,173,India,Karnataka,Belgaum,CD08-CS
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,18 weeks,18,EEE,Beginner,10,11-09-2022,19-06-2025,Derrick Soto,jclarke@shaffer.com,Engineering,English,Offline,597.24,24.81,76,61,3,63,India,Andhra Pradesh,Kurnool,CD04-DA
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",1,20 weeks,20,ME,Advanced,1,29-07-2022,12-08-2024,Leslie Washington,megan37@lopez.com,Programming,Tamil,Offline,671.7,49.1,44,65,2.4,436,India,Kerala,Thiruvananthapuram,CD07-DO
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,13 weeks,13,ME,Beginner,7,24-06-2023,04-10-2024,Michael Davila,keith50@bailey.com,Programming,Tamil,Hybrid,471.59,30.73,81,38,4.4,327,India,Kerala,Thiruvananthapuram,CD05-FS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",4,17 weeks,17,ECE,Beginner,6,22-03-2024,13-12-2024,Michael Little,marytaylor@jackson.com,Programming,Tamil,Offline,457.59,9.1,94,89,2,19,India,Andhra Pradesh,Visakhapatnam,CD03-ML
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,13 weeks,13,ME,Intermediate,6,19-07-2023,23-06-2025,Tara Castro,davidsonjohn@williams-romero.com,Technology,English,Online,587.66,39.47,50,40,3.3,240,India,Tamil Nadu,Salem,CD09-AT
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",3,12 weeks,12,CE,Intermediate,10,18-02-2024,08-12-2024,Karina Figueroa,eholmes@meyer-mercado.net,Engineering,English,Hybrid,195.81,10.85,95,56,3.7,3,India,Tamil Nadu,Coimbatore,CD03-ML
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,20 weeks,20,EEE,Advanced,7,21-07-2024,10-09-2024,Timothy Mason,kaylaholmes@daniels-turner.org,Programming,Tamil,Offline,867.15,41.34,53,81,2.3,108,India,Karnataka,Mysore,CD09-AT
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,24 weeks,24,ECE,Intermediate,8,15-08-2022,17-08-2024,Thomas Bell,amanda82@martinez.com,Programming,Tamil,Offline,209.68,41.27,55,3,3.5,417,India,Kerala,Kochi,CD06-CC
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",2,23 weeks,23,EEE,Advanced,6,01-09-2022,25-08-2024,Maureen Horton,susan42@barr.com,Engineering,Tamil,Online,915.3,41.21,54,65,4.3,394,India,Kerala,Kochi,CD06-CC
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",4,22 weeks,22,IT,Advanced,10,12-10-2023,26-08-2024,Christopher Howard,boltonregina@hotmail.com,Engineering,English,Hybrid,974.23,11.17,68,61,2,30,India,Tamil Nadu,Chennai,CD04-DA
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,24 weeks,24,EEE,Beginner,6,02-06-2024,16-04-2025,Ashley Ryan,xhorn@roach.info,Technology,Tamil,Hybrid,946.87,13.54,23,92,3.1,329,India,Kerala,Kozhikode,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",2,16 weeks,16,CE,Intermediate,6,24-06-2023,26-01-2025,Carol Brown,wrobinson@hotmail.com,Engineering,English,Online,527.51,46.01,59,91,1.7,319,India,Andhra Pradesh,Visakhapatnam,CD02-AI
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",2,14 weeks,14,IT,Intermediate,7,09-01-2024,29-01-2025,Brenda Hayes,littlebrandon@lee.com,Technology,Tamil,Offline,194,42.25,54,2,1.9,158,India,Karnataka,Mangalore,CD08-CS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,12 weeks,12,ECE,Intermediate,6,29-03-2024,14-04-2025,Adam Henderson,thompsoneric@hotmail.com,Programming,Tamil,Offline,458.19,23.8,88,25,4.3,286,India,Tamil Nadu,Coimbatore,CD08-CS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,12 weeks,12,ME,Beginner,4,09-05-2023,04-06-2025,Alyssa Meyer,markwright@hotmail.com,Computer Science,English,Offline,218.55,12.66,25,63,4.1,442,India,Tamil Nadu,Trichy,CD07-DO
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,15 weeks,15,EEE,Beginner,10,16-06-2024,08-01-2025,Lance Williams,andersonwesley@anderson.com,Programming,English,Online,768.38,32.45,98,48,2.1,261,India,Tamil Nadu,Trichy,CD03-ML
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,14 weeks,14,ECE,Beginner,6,21-02-2024,27-10-2024,Tara Watson,newmandarius@aguirre-mccall.net,Computer Science,English,Online,568.18,1.83,56,56,3.9,423,India,Tamil Nadu,Coimbatore,CD03-ML
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,16 weeks,16,ME,Beginner,4,03-01-2024,12-11-2024,Joseph Thomas,christophersmith@pratt.com,Computer Science,English,Online,252.14,10.89,99,69,4.3,399,India,Tamil Nadu,Coimbatore,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,12 weeks,12,EEE,Beginner,4,13-05-2024,14-12-2024,Kevin Martinez,brittneyhester@yahoo.com,Programming,Tamil,Offline,487.51,7.14,85,35,3.4,114,India,Tamil Nadu,Chennai,CD01-DS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",2,24 weeks,24,CE,Intermediate,2,25-09-2023,20-02-2025,Regina Burch,smithzachary@myers.biz,Programming,English,Hybrid,740.14,17.8,69,6,1.1,288,India,Kerala,Kochi,CD05-FS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",5,13 weeks,13,CS,Beginner,1,17-11-2023,02-04-2025,Lauren Miller,sharongraham@watson.net,Engineering,English,Online,434.7,29.97,30,76,1.5,446,India,Tamil Nadu,Madurai,CD03-ML
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",2,22 weeks,22,CS,Intermediate,9,26-11-2022,11-01-2025,Jessica Smith,blevinsvalerie@gmail.com,Computer Science,Tamil,Online,251.78,49.6,60,58,1.5,135,India,Karnataka,Belgaum,CD07-DO
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,19 weeks,19,CS,Advanced,8,07-02-2024,22-10-2024,Carmen Miller,marywest@yahoo.com,Technology,Tamil,Offline,458.92,30.12,66,21,2.1,370,India,Tamil Nadu,Salem,CD08-CS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,18 weeks,18,IT,Beginner,8,07-01-2024,22-11-2024,David Yates,evargas@richards.biz,Computer Science,Tamil,Offline,801.89,39.68,86,28,3.3,135,India,Kerala,Thrissur,CD05-FS
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,20 weeks,20,ECE,Intermediate,1,15-06-2023,21-01-2025,Scott Donovan,vschmidt@gmail.com,Engineering,English,Hybrid,835.46,37.91,27,39,3.2,277,India,Tamil Nadu,Madurai,CD07-DO
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,19 weeks,19,IT,Advanced,1,25-03-2024,07-09-2024,Diana Rice,whitepatricia@beltran.net,Engineering,English,Offline,768.59,29.04,65,28,2.9,212,India,Karnataka,Mysore,CD02-AI
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",2,17 weeks,17,IT,Advanced,10,14-10-2023,07-07-2025,Kevin Cunningham,triciapark@yahoo.com,Programming,Tamil,Hybrid,841.23,12.42,48,16,2.5,249,India,Andhra Pradesh,Vijayawada,CD04-DA
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",2,12 weeks,12,CE,Intermediate,5,27-06-2023,08-10-2024,Frank Parsons,torresbrandon@ellis-pierce.org,Engineering,Tamil,Offline,363.52,37.29,88,65,3.7,112,India,Andhra Pradesh,Visakhapatnam,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",5,21 weeks,21,ECE,Beginner,6,12-02-2023,06-04-2025,Elizabeth Hayes,cwilliams@gmail.com,Computer Science,Tamil,Hybrid,884.59,21.29,97,0,3.5,197,India,Kerala,Kozhikode,CD02-AI
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,17 weeks,17,ME,Advanced,4,24-08-2023,07-02-2025,Mary Lopez,erin70@yahoo.com,Technology,English,Online,163.68,8.73,31,77,2.2,11,India,Kerala,Alappuzha,CD09-AT
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,22 weeks,22,CS,Beginner,4,14-08-2023,02-06-2025,Daniel Carey,sarahreid@hotmail.com,Engineering,English,Online,423.76,43.82,54,76,4.9,333,India,Karnataka,Bangalore,CD01-DS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,16 weeks,16,EEE,Beginner,8,04-04-2023,05-09-2024,Jeanne Thomas,knightdouglas@yahoo.com,Computer Science,English,Online,810.97,18.63,23,1,2.4,136,India,Karnataka,Mangalore,CD01-DS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",1,17 weeks,17,CS,Advanced,10,21-05-2024,25-01-2025,Andrew Price,benjamin83@gmail.com,Computer Science,Tamil,Online,897.4,33.39,56,74,1.5,251,India,Kerala,Thiruvananthapuram,CD01-DS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",3,12 weeks,12,ECE,Beginner,9,02-06-2023,18-03-2025,Tim Henry,pettymegan@simpson.info,Computer Science,Tamil,Hybrid,462.85,6.22,43,25,1.1,99,India,Tamil Nadu,Chennai,CD09-AT
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",3,23 weeks,23,ECE,Beginner,8,15-07-2024,08-05-2025,Elizabeth Holden,whiteheadmegan@anderson-smith.com,Computer Science,Tamil,Offline,845.7,29.61,70,31,3.5,39,India,Karnataka,Hubli,CD02-AI
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",4,24 weeks,24,IT,Intermediate,6,22-09-2022,19-08-2024,Rebecca Davis,evan77@smith.biz,Programming,English,Online,574.72,40.28,53,6,4.3,97,India,Tamil Nadu,Coimbatore,CD01-DS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",5,13 weeks,13,EEE,Intermediate,9,13-09-2023,25-07-2025,Brian Daniels,cwoods@yoder.com,Programming,English,Online,397.02,21.22,47,0,3.1,122,India,Kerala,Thrissur,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",3,23 weeks,23,IT,Advanced,2,26-07-2023,19-11-2024,Brian Lozano,ricerhonda@johnson.biz,Technology,English,Online,690.7,40.65,44,99,3.3,86,India,Kerala,Alappuzha,CD06-CC
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,24 weeks,24,CE,Advanced,3,10-01-2023,08-07-2025,Amber Ryan,michaelmathews@gmail.com,Engineering,Tamil,Online,850.54,49.17,68,84,4,427,India,Andhra Pradesh,Vijayawada,CD06-CC
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",3,19 weeks,19,CS,Beginner,4,28-02-2024,29-09-2024,Bradley Nguyen,bhutchinson@moran-bishop.com,Technology,Tamil,Hybrid,808.96,4.13,47,59,2.2,23,India,Tamil Nadu,Salem,CD01-DS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",5,24 weeks,24,CS,Beginner,10,12-10-2023,18-04-2025,Lauren Payne,zgardner@williams.com,Engineering,Tamil,Hybrid,448.44,44.65,63,98,4.1,287,India,Tamil Nadu,Coimbatore,CD08-CS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",4,24 weeks,24,CE,Intermediate,3,11-05-2024,05-01-2025,Julie Farrell,isaac34@gmail.com,Engineering,Tamil,Online,463.17,39.12,74,37,4.7,130,India,Karnataka,Hubli,CD06-CC
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,12 weeks,12,ECE,Advanced,3,25-10-2023,30-03-2025,Marcus Reynolds,thomas19@hotmail.com,Computer Science,English,Hybrid,722.11,7.92,77,93,3.7,99,India,Tamil Nadu,Coimbatore,CD04-DA
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,18 weeks,18,IT,Intermediate,7,01-11-2023,18-02-2025,Yvonne Booth,silvamike@yahoo.com,Engineering,English,Online,360.18,41.28,79,1,1.1,135,India,Kerala,Kochi,CD04-DA
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,13 weeks,13,EEE,Beginner,10,04-08-2022,13-07-2025,Keith Day,james15@johnson.com,Programming,English,Online,394.18,49.63,67,26,2.4,393,India,Karnataka,Hubli,CD05-FS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,16 weeks,16,CS,Advanced,5,01-09-2023,18-09-2024,Aaron Freeman,rosalesmanuel@brown.com,Technology,English,Online,504.52,42.66,54,11,1.8,47,India,Karnataka,Mangalore,CD09-AT
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",4,23 weeks,23,CS,Intermediate,9,11-10-2023,14-12-2024,Daniel Lara,randymccarty@wright.com,Technology,English,Hybrid,788.29,25.8,100,10,4.1,284,India,Karnataka,Bangalore,CD05-FS
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",1,24 weeks,24,CE,Intermediate,5,01-07-2024,06-07-2025,Shawn Garcia,wfrye@preston.com,Programming,English,Online,867.02,40.49,74,69,3.2,58,India,Kerala,Alappuzha,CD06-CC
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,17 weeks,17,ME,Beginner,7,07-01-2023,01-04-2025,Julie Saunders,brandonmorris@vega-roberts.net,Engineering,English,Offline,210.69,46.82,89,9,2.2,431,India,Kerala,Thiruvananthapuram,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",2,23 weeks,23,IT,Advanced,6,29-05-2024,02-12-2024,John Woods,jamie20@yahoo.com,Computer Science,Tamil,Online,381.01,5.65,24,4,2.6,391,India,Kerala,Alappuzha,CD01-DS
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",1,24 weeks,24,CS,Beginner,4,13-12-2022,25-12-2024,Mary Ibarra,pittmanmichael@hotmail.com,Engineering,Tamil,Offline,397.64,23.35,59,15,4.5,27,India,Andhra Pradesh,Kurnool,CD08-CS
Full Stack Development,"Full Stack Development Fundamentals, Advanced Topics, Projects",1,14 weeks,14,ECE,Advanced,9,15-02-2024,02-07-2025,Natalie Adams,amymacdonald@yahoo.com,Programming,English,Online,980.78,26.08,89,64,3.5,269,India,Karnataka,Mangalore,CD05-FS
Data Science,"Data Science Fundamentals, Advanced Topics, Projects",5,19 weeks,19,IT,Beginner,6,30-08-2023,11-06-2025,Rhonda Harrington,choirandall@gmail.com,Computer Science,Tamil,Offline,604.82,39.25,30,35,4,3,India,Karnataka,Mangalore,CD01-DS
Machine Learning,"Machine Learning Fundamentals, Advanced Topics, Projects",2,15 weeks,15,ME,Intermediate,8,19-08-2022,15-11-2024,Amy Prince DDS,tamaradorsey@stewart.info,Technology,Tamil,Offline,212.83,6.75,22,70,3.9,252,India,Kerala,Thiruvananthapuram,CD03-ML
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",3,15 weeks,15,IT,Beginner,2,29-05-2023,28-07-2024,Shari Nielsen,lawrencevaughn@pugh.biz,Technology,Tamil,Online,778.19,26.9,24,24,3.2,113,India,Karnataka,Hubli,CD08-CS
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",5,15 weeks,15,EEE,Advanced,7,17-08-2023,21-10-2024,Victoria Clark,ryan72@bowen.com,Engineering,English,Hybrid,253.18,21.25,28,53,1.7,491,India,Andhra Pradesh,Guntur,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",3,16 weeks,16,EEE,Intermediate,3,25-04-2023,14-06-2025,Jason Foster,brittanyking@bradley-romero.net,Technology,Tamil,Online,192.85,10.2,81,1,1.3,432,India,Karnataka,Mysore,CD07-DO
Automation Testing,"Automation Testing Fundamentals, Advanced Topics, Projects",4,12 weeks,12,IT,Beginner,5,27-08-2022,21-05-2025,Robert Morris,thompsonandre@elliott.biz,Computer Science,English,Online,438.87,43.35,51,42,1.1,422,India,Karnataka,Belgaum,CD09-AT
DevOps,"DevOps Fundamentals, Advanced Topics, Projects",4,24 weeks,24,EEE,Beginner,9,02-03-2024,23-07-2025,Megan Gray,nicole06@adams.com,Programming,Tamil,Hybrid,851.69,49.52,23,47,3.7,261,India,Karnataka,Mangalore,CD07-DO
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",4,20 weeks,20,EEE,Advanced,6,22-09-2022,01-12-2024,Jeffrey Gibson,anthony55@michael-johnson.com,Engineering,Tamil,Online,224.84,27.4,36,44,2.8,9,India,Kerala,Alappuzha,CD02-AI
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,17 weeks,17,IT,Beginner,2,12-04-2023,05-03-2025,Matthew Stewart,tsmith@gmail.com,Technology,Tamil,Hybrid,783.54,0.98,51,2,2.6,96,India,Karnataka,Belgaum,CD02-AI
Data Analytics,"Data Analytics Fundamentals, Advanced Topics, Projects",1,17 weeks,17,EEE,Advanced,5,06-07-2024,10-04-2025,Samantha Wilson,allenrussell@gmail.com,Technology,English,Hybrid,792.61,19.79,28,65,1.1,283,India,Kerala,Thiruvananthapuram,CD04-DA
Cloud Computing,"Cloud Computing Fundamentals, Advanced Topics, Projects",5,18 weeks,18,ECE,Advanced,9,24-04-2023,23-02-2025,Gregory Jacobs,david91@moore.com,Technology,Tamil,Online,300.42,45.14,52,11,1.6,261,India,Karnataka,Belgaum,CD06-CC
Artificial Intelligence,"Artificial Intelligence Fundamentals, Advanced Topics, Projects",1,20 weeks,20,CS,Beginner,2,26-08-2023,25-01-2025,Alyssa Leonard,burnsalexander@fischer.com,Computer Science,English,Online,985.43,42.86,81,53,2.5,22,India,Andhra Pradesh,Guntur,CD02-AI
Cyber Security,"Cyber Security Fundamentals, Advanced Topics, Projects",4,19 weeks,19,IT,Advanced,8,11-02-2024,03-08-2024,Adam Kirk,james90@gmail.com,Engineering,English,Offline,713.83,14.33,94,78,4.6,235,India,Andhra Pradesh,Nellore,CD08-CS
