SalesID,SalesPersonName,Region,LeadsGenerated,Conversions,Revenue,Month,Email,PhoneNumber,Age,ExperienceYears,Team,JoiningDate,TargetAchieved,CustomerSatisfaction,CommissionEarned,LastLogin,FeedbackComments,SalesChannel,Certifications,Course ID
120,Debbie Bonilla,West,22,50,1769.72,2023-11,howarddaniel@fields.com,001-544-774-0589x3285,29,18,Beta,2020-12-01,No,2,966.43,2025-07-19 07:17:22,Break government see case star natural mother.,Online,Elite Trainer,CD03-ML
121,Robert Holmes,Central,76,7,1250.98,2023-03,andre45@gmail.com,001-172-750-0251x929,45,15,Gamma,2021-12-04,Yes,6,289.82,2025-01-22 08:56:53,Painting later shoulder part.,Online,None,CD02-AI
122,Timothy Brown,Central,70,41,4600.84,2024-01,coreybrown@gmail.com,970-655-9288x65376,26,11,Alpha,2024-04-04,Yes,3,614.16,2025-07-17 14:34:36,Attack great usually.,Hybrid,None,CD05-FS
123,Alexander Harris MD,North,37,38,5022.62,2022-01,byrdjames@yahoo.com,(490)183-1756,23,2,Gamma,2024-06-22,Yes,1,175.55,2025-01-30 01:09:44,Score Democrat act check design anyone.,Online,None,CD01-DS
124,Joshua Vance,East,61,19,3027.46,2022-12,brandi82@hotmail.com,586-205-1314x3000,42,10,Alpha,2021-08-30,No,2,639.32,2025-06-04 20:49:33,Hold ahead matter get though dark.,Online,Elite Trainer,CD03-ML
125,Samantha Zimmerman,East,40,10,8294.16,2022-04,thompsoncassandra@yahoo.com,242-560-9058x32464,24,3,Beta,2024-03-03,Yes,4,187.63,2025-07-12 23:05:25,Help establish floor require beat note.,Online,None,CD07-DO
126,Jeffrey Hopkins,North,21,42,7175.43,2022-01,jason70@peterson.com,086-531-5633x600,22,6,Alpha,2021-03-07,No,9,427.26,2025-05-01 21:32:46,Loss last best can year.,Offline,None,CD08-CS
127,Melissa Simon,Central,41,23,1966.35,2023-10,matthewmacias@gmail.com,(786)028-6348,33,11,Alpha,2022-04-27,Yes,2,363.3,2025-07-23 10:40:57,Beautiful above modern future teach land many phone.,Hybrid,None,CD05-FS
128,Frank Francis,East,38,22,9609.88,2023-07,michelleramirez@strickland.com,5800428730,42,10,Alpha,2021-07-18,Yes,3,247.25,2025-01-14 15:20:12,Call TV election material couple once place.,Hybrid,Elite Trainer,CD07-DO
129,Alexis Frey,North,54,2,5987.01,2024-03,nathanieljimenez@brown-wilson.com,001-878-172-5129x42002,26,5,Alpha,2021-08-21,Yes,7,266.45,2025-02-18 03:16:22,Gas several discussion drop price sound.,Online,Elite Trainer,CD04-DA
130,Briana Lynn,East,75,24,8195.74,2022-07,edwardsjohn@hotmail.com,001-276-530-6433,35,8,Beta,2023-10-18,No,3,376.32,2025-05-03 01:36:28,Fly claim if state.,Online,None,CD05-FS
131,Mary Smith,Central,31,18,7064.77,2023-02,hwagner@gray.com,432-777-3297,46,9,Alpha,2021-03-05,Yes,7,771.11,2025-07-15 01:58:07,Production product organization yard base soon.,Hybrid,Certified Seller,CD02-AI
132,Heidi Acevedo,South,29,19,6743.83,2023-10,maria25@hotmail.com,001-805-976-4276,29,20,Alpha,2024-07-06,No,8,191.74,2025-02-22 20:00:54,Color wife enter fear matter eight season.,Hybrid,None,CD05-FS
133,Lisa Bell,South,37,26,8200.35,2022-02,dalepatterson@hotmail.com,8948299769,36,13,Gamma,2024-03-26,No,7,717.17,2025-02-13 17:19:10,Such against night open central.,Hybrid,None,CD06-CC
134,Kristin Moore,South,89,11,7635.23,2024-01,copelandsandra@gmail.com,131.113.7388x0047,37,2,Gamma,2023-09-04,No,10,375.35,2025-04-19 03:21:47,Area go arm thank media arrive.,Online,Elite Trainer,CD09-AT
135,Jonathan Kelly,North,86,40,9238.81,2024-10,daviesrichard@price-lopez.com,773.761.5934,47,5,Alpha,2021-11-29,Yes,3,737.14,2025-02-18 12:50:52,Enter want indicate remember.,Offline,None,CD03-ML
136,Melissa Vasquez,West,54,9,9310.34,2023-02,courtneypham@hotmail.com,364-533-7529,50,12,Alpha,2021-03-27,No,3,396.56,2025-05-02 20:47:07,Feel sign call international hard.,Offline,Elite Trainer,CD05-FS
137,Suzanne Martinez,West,95,40,6332.26,2022-02,raymondbrenda@harrington.net,914-332-9020,47,11,Gamma,2024-06-09,Yes,4,268.1,2025-05-07 07:32:33,Drop growth thought purpose.,Offline,None,CD02-AI
138,Monica Boyd,Central,23,21,4998.17,2024-09,tom87@stewart-casey.com,336.191.0282,46,15,Beta,2023-11-07,No,5,537.45,2025-03-21 05:49:25,Local table common just hit.,Hybrid,Elite Trainer,CD05-FS
139,John Thomas,South,41,49,4910.32,2022-04,vincent91@lindsey-mullins.com,445-151-8244x7497,48,13,Gamma,2023-10-13,No,10,698.04,2025-06-10 11:38:04,Laugh until election service often keep probably suffer.,Online,None,CD09-AT
140,Jennifer Avila,West,86,30,8395.63,2024-05,jonesjoanne@gmail.com,001-488-299-1002x0165,46,10,Beta,2022-04-01,No,10,609.16,2025-06-08 22:57:37,Far guy question red where around how.,Hybrid,None,CD06-CC
141,Brett Bailey,Central,85,23,4334.26,2023-12,jferrell@jenkins.org,641-497-0805x3637,33,12,Alpha,2024-03-29,Yes,3,581.82,2025-02-15 20:39:48,Tell sort care herself do cell hope.,Online,None,CD07-DO
142,Steven Watts,East,46,41,6365.33,2022-08,ryandesiree@hotmail.com,625.007.7151,44,5,Beta,2021-12-13,Yes,4,708.4,2025-07-03 10:44:52,Exist city speech force her make meet.,Hybrid,None,CD04-DA
143,Matthew Mayer,East,45,6,3759.98,2022-10,greenetimothy@simon.com,+1-509-385-0865x45359,33,12,Alpha,2023-03-24,No,7,965.5,2025-04-28 02:40:46,Music relationship to become significant.,Offline,Elite Trainer,CD02-AI
144,Kimberly White,North,32,22,8335.74,2023-04,mwilliams@gmail.com,+1-247-350-2065,27,2,Alpha,2022-08-26,No,6,802.12,2025-05-10 18:25:27,Always of long reach short while begin.,Online,Elite Trainer,CD03-ML
145,Mark Orozco,South,29,4,9840.63,2024-11,ericharvey@white-brewer.com,+1-866-621-1243x55023,25,20,Gamma,2021-05-12,No,7,190.06,2025-06-21 05:41:14,Think avoid good candidate boy community sing this.,Hybrid,None,CD01-DS
146,Ricardo Palmer,South,30,49,9520.18,2024-07,richardware@franco.biz,+1-547-692-9467x271,40,2,Beta,2022-07-25,No,1,343.3,2025-06-24 09:45:37,City its practice no outside everyone after.,Online,None,CD03-ML
147,Monica Price,West,43,44,7975.41,2023-04,jennifer35@hull.com,001-162-758-0955x700,46,20,Alpha,2022-04-02,No,8,123.06,2025-06-08 16:11:01,Sport practice parent.,Hybrid,None,CD05-FS
148,Luke Brooks Jr.,West,42,13,8996.72,2022-05,jasonbrandt@yahoo.com,857-238-5654x9676,50,19,Gamma,2020-09-19,No,7,161.1,2025-02-14 01:09:43,Writer sound so.,Offline,Certified Seller,CD03-ML
149,Bianca Marsh,North,96,22,9849.05,2024-02,fjacobs@park.com,633.142.9352x123,38,14,Beta,2023-11-28,Yes,8,344.01,2025-01-11 11:36:23,Page nature according foreign.,Offline,Certified Seller,CD04-DA
150,Ryan Garcia,West,68,21,7512.02,2023-08,nicoletyler@jackson.com,428-205-2391x374,50,14,Beta,2022-03-27,No,5,523.29,2025-01-22 03:59:38,Institution kid teach toward operation until.,Offline,None,CD07-DO
151,Janet Rich,South,74,42,6195.18,2023-09,alicia84@hotmail.com,(452)845-1340,32,13,Gamma,2024-07-11,No,10,259.47,2025-06-16 20:15:33,Along show staff factor second church north.,Offline,Elite Trainer,CD07-DO
152,Shawn Beasley,East,28,43,1543.09,2022-06,alyssastewart@hopkins-robbins.com,001-859-061-4043x0945,39,1,Beta,2024-02-22,Yes,5,474.06,2025-06-10 10:51:08,Animal one suffer.,Offline,Certified Seller,CD04-DA
153,Bailey Watson,Central,58,15,2066.25,2022-06,anthony62@gmail.com,+1-656-484-0031x1817,46,8,Beta,2021-02-16,Yes,5,353.12,2025-01-17 18:34:24,Focus different per.,Online,Certified Seller,CD08-CS
154,Adam Hughes,Central,81,2,2379.82,2024-06,hicksamy@graves-guerra.net,001-453-200-7255x2425,36,0,Gamma,2022-09-23,No,5,931.64,2025-05-09 04:29:53,Meet act view herself.,Online,None,CD05-FS
155,Mallory Gregory,Central,91,36,3195.09,2023-03,carlos32@mcgrath-santiago.org,526-454-2633x59438,35,2,Alpha,2023-10-13,No,4,601.36,2025-07-07 22:02:24,Particular radio son same discuss.,Online,Elite Trainer,CD02-AI
156,Tara Norton,West,35,2,2958.73,2022-08,amarquez@mcclure.com,957-904-4205,28,10,Alpha,2023-04-26,Yes,5,522.48,2025-04-02 18:11:31,Marriage western foreign.,Online,Elite Trainer,CD03-ML
157,Chelsea Estes,Central,96,42,2058.7,2023-02,john55@jimenez.net,001-150-282-0080x20417,49,12,Gamma,2022-03-09,No,6,444.1,2025-01-03 17:55:31,Make fight best medical strong rest include.,Offline,Elite Trainer,CD05-FS
158,Andrea Leonard MD,South,31,44,6848.27,2023-05,vgreen@swanson-caldwell.com,001-239-026-4402,32,10,Alpha,2021-02-04,Yes,3,909.71,2025-02-20 05:19:14,Woman remember move east author chair.,Offline,Elite Trainer,CD08-CS
159,Robert Harris,Central,58,16,4605.25,2022-01,fordmary@hotmail.com,(808)906-9593,41,2,Beta,2023-09-05,No,7,920.08,2025-07-28 12:27:41,Treatment often low shoulder.,Online,Certified Seller,CD02-AI
160,Steven Guzman,West,98,37,8098.14,2022-04,fpatton@hotmail.com,001-917-333-2340x6305,35,2,Gamma,2023-06-14,No,5,964.65,2025-05-28 14:55:53,We happy our parent mission.,Offline,Elite Trainer,CD09-AT
161,Brian Johnson,Central,13,32,4085.6,2024-08,thompsonjade@deleon-moore.com,(047)853-6650x37294,47,20,Beta,2021-08-10,No,10,627.71,2025-03-27 04:53:29,Century dark role plan environmental individual beyond.,Online,Elite Trainer,CD02-AI
162,Sandra Hayes,Central,44,23,5617.19,2023-09,pmorgan@hotmail.com,6400377144,43,10,Beta,2021-04-03,No,8,187.49,2025-03-03 10:20:44,Air shake drive lose church top here.,Hybrid,None,CD02-AI
163,Jorge Johnson,Central,98,2,1645.64,2024-08,jonesbecky@gmail.com,864-019-3251x767,36,4,Beta,2022-01-15,Yes,6,272.35,2025-04-15 04:48:00,Budget half second authority sport.,Online,Certified Seller,CD03-ML
164,Edward Roberts,North,19,46,1222.08,2023-01,brandon62@yahoo.com,(560)957-7810x4932,45,17,Beta,2023-06-11,No,3,234.81,2025-06-10 21:19:55,Read my anyone space view expect majority resource.,Hybrid,Elite Trainer,CD09-AT
165,Cheryl Espinoza MD,North,91,2,3549.04,2023-04,williamsmatthew@bennett.biz,804.900.9779x616,34,6,Beta,2021-01-19,Yes,3,344.72,2025-06-09 05:20:08,Right affect form agree.,Hybrid,None,CD08-CS
166,Jeremy Andrews,Central,54,28,1116.22,2023-03,heidimitchell@gmail.com,+1-166-688-3863,29,11,Beta,2021-01-04,No,5,945.94,2025-03-30 05:48:39,Station key development doctor forward.,Hybrid,Certified Seller,CD03-ML
167,Jeffrey Cervantes,West,10,35,9652.82,2022-07,brockdestiny@hughes-franklin.com,3176686440,37,9,Gamma,2022-05-17,Yes,9,707.72,2025-02-04 14:50:31,Gun night main election goal.,Offline,Certified Seller,CD08-CS
168,Ian Blackwell,East,11,15,7223.33,2023-06,william63@dougherty.net,(118)941-1529x246,50,3,Beta,2022-09-27,No,5,212.38,2025-05-12 02:24:40,Might what where.,Hybrid,None,CD05-FS
169,Shannon Phillips,South,69,13,9401.17,2024-12,davidryan@yahoo.com,551.010.3632,46,5,Alpha,2022-05-01,No,4,977.8,2025-05-27 14:24:04,Ahead sense board trade ground difficult.,Hybrid,Certified Seller,CD02-AI
170,Peter Kelley,West,88,29,1492.38,2024-02,jennifertaylor@yahoo.com,260-557-9249,29,1,Alpha,2021-08-16,No,3,339.16,2025-02-19 17:22:08,Special guess stop event three member half.,Offline,Elite Trainer,CD04-DA
171,Linda Miles,South,43,23,8008.83,2023-08,gsanders@hayes.biz,382-179-4320,37,20,Gamma,2022-03-01,Yes,4,740.67,2025-05-03 13:40:18,Exactly friend support bag relate.,Offline,Certified Seller,CD02-AI
172,Justin White,West,67,46,8042.33,2023-03,pamela95@mclaughlin.com,(214)081-1680x2893,32,16,Beta,2022-11-14,Yes,4,129.65,2025-04-10 12:40:08,School brother thousand case analysis.,Hybrid,None,CD06-CC
173,Tina Allen,East,64,15,4912.6,2023-01,joshua23@gomez-bryan.biz,+1-690-158-9696,40,5,Alpha,2022-07-06,Yes,1,315.3,2025-02-06 07:27:40,Enjoy need point hour.,Online,Elite Trainer,CD05-FS
174,Danielle Baker,West,53,34,9594.68,2022-11,matajoe@hotmail.com,339.495.6342,26,2,Beta,2022-07-18,No,4,913.83,2025-07-16 22:25:05,Sure white recently character nothing thing opportunity.,Hybrid,Elite Trainer,CD06-CC
175,Colleen Miller,Central,19,49,5242.49,2022-12,james62@jackson.org,(497)592-4057x3341,34,15,Alpha,2022-09-26,No,3,779.36,2025-03-28 08:14:01,High board yourself officer majority edge majority.,Hybrid,Certified Seller,CD09-AT
176,David Knapp,Central,51,32,8203.79,2023-08,burnsjill@carson.com,001-165-744-1351x920,25,4,Gamma,2022-09-06,No,2,990.97,2025-05-02 12:53:27,Sound couple arm magazine.,Hybrid,None,CD04-DA
177,Brent Lawson,North,54,44,9797.66,2022-02,ojoyce@gmail.com,884-763-4101,47,5,Gamma,2023-01-30,No,3,475.42,2025-06-12 05:46:31,Build center describe hear record start around.,Offline,Certified Seller,CD03-ML
178,Steven Morales,Central,11,11,1677.79,2022-05,dsmith@yahoo.com,7245899528,47,16,Beta,2022-06-30,No,1,253.32,2025-07-08 11:51:05,Himself under white person.,Offline,None,CD07-DO
179,David Hensley,South,60,36,7256.36,2024-11,rosaleskimberly@jones-wolfe.com,545-518-1016,48,8,Gamma,2023-04-27,Yes,8,427.08,2025-06-05 15:48:20,Alone method himself red animal.,Offline,Elite Trainer,CD07-DO
180,Robert Hernandez,South,61,34,7937.22,2022-09,romerowilliam@hotmail.com,217.863.6398,28,5,Alpha,2020-08-18,Yes,2,434.93,2025-05-17 06:37:08,Evening call serious beyond result first.,Hybrid,None,CD01-DS
181,Steven Thornton,West,41,47,9986.49,2022-08,karenbutler@yahoo.com,001-296-332-2352,48,6,Beta,2024-06-25,No,2,845.29,2025-05-22 08:41:31,Citizen practice contain only.,Online,Elite Trainer,CD03-ML
182,Nicole Rivera,East,59,4,2709.85,2024-09,kimberly48@lee.com,(272)894-8180,43,17,Gamma,2023-01-06,Yes,8,691.75,2025-01-31 17:05:44,But activity describe save option whether role civil.,Hybrid,None,CD02-AI
183,Whitney Tyler,West,76,4,1467.87,2022-09,jduncan@washington.com,+1-002-377-8489x833,41,7,Gamma,2023-11-10,No,5,469.59,2025-06-12 02:42:29,Matter wife step focus.,Offline,Elite Trainer,CD05-FS
184,Victor Williams,North,25,50,8959.01,2023-03,ogarcia@hotmail.com,+1-377-954-4088x95463,37,14,Alpha,2022-01-11,Yes,6,764.45,2025-05-02 16:21:48,Debate crime take chair.,Online,Certified Seller,CD09-AT
185,Robert Holland,East,97,11,2198.38,2023-11,gibsonshannon@rivera-flynn.com,689.146.8549x2553,23,17,Beta,2022-12-02,Yes,7,314.25,2025-02-21 10:40:55,Water address teacher catch clearly list.,Online,Elite Trainer,CD05-FS
186,Alexander Wright,West,89,47,9006.21,2024-04,edwardsralph@peterson.com,746-249-7664,29,7,Alpha,2024-03-24,No,4,878.0,2025-01-01 15:55:03,Table sport write wear nearly get.,Offline,Elite Trainer,CD08-CS
187,Ashley Bradford,West,96,47,9805.54,2024-12,fgoodman@hoffman.info,232.720.6008,44,14,Alpha,2020-09-22,No,8,231.54,2025-05-10 21:41:11,Occur rise shake town.,Online,Certified Seller,CD08-CS
188,Laura Anderson,Central,47,21,7710.48,2024-04,iharris@schwartz.com,483-507-7320x1970,39,8,Alpha,2021-05-28,No,3,609.59,2025-01-09 16:45:38,Special alone page describe deal ten.,Online,Certified Seller,CD02-AI
189,John Skinner,Central,52,27,1709.92,2024-02,michelle26@hotmail.com,702-890-5444,49,2,Beta,2022-08-04,Yes,6,924.01,2025-02-07 20:38:58,Employee technology six.,Online,None,CD03-ML
190,Sandra Herrera,Central,39,11,6080.14,2024-02,elizabeth01@hotmail.com,(842)195-7717,50,7,Beta,2023-10-13,Yes,7,923.53,2025-04-03 06:59:34,Minute spend ready left practice subject everyone test.,Hybrid,Elite Trainer,CD07-DO
191,Rachel Wells,North,32,43,4316.81,2022-06,larry21@long-carter.com,+1-473-291-1447,37,9,Gamma,2021-08-07,No,6,348.09,2025-02-22 22:30:23,Eat cut drive everybody visit during officer.,Online,Elite Trainer,CD08-CS
192,Felicia Obrien,Central,69,36,5206.99,2022-12,georgeabbott@craig.com,(804)469-5830,33,16,Alpha,2021-12-14,Yes,3,204.76,2025-05-30 03:39:41,Name relationship concern trade.,Online,Certified Seller,CD03-ML
193,Kristen Bell,West,76,15,6509.77,2024-06,cynthia02@gmail.com,001-642-716-9149x795,26,16,Beta,2022-02-26,No,1,355.05,2025-01-27 06:05:48,Suffer whatever community talk school discuss build.,Online,Certified Seller,CD02-AI
194,Brenda Harris,West,68,33,4241.64,2024-01,uhancock@burns.com,+1-823-976-6957,31,10,Alpha,2023-05-19,Yes,2,154.22,2025-05-26 19:53:38,Man exactly write know physical or space.,Online,Elite Trainer,CD05-FS
195,Cassandra Hawkins,West,51,12,3197.22,2024-04,amy52@singh.biz,863-771-8813,43,15,Alpha,2022-02-22,Yes,9,366.57,2025-04-13 07:09:13,Similar safe age she clearly keep fill.,Offline,Certified Seller,CD08-CS
196,Rachel Hill,Central,63,13,4406.41,2022-01,ahawkins@elliott-brown.com,(271)152-1670x85794,22,9,Alpha,2020-08-23,No,3,171.24,2025-03-09 19:35:52,But education learn form open.,Offline,Certified Seller,CD06-CC
197,Sierra Young,Central,15,17,1787.81,2023-04,kburns@evans.biz,(487)615-1237x99621,34,1,Alpha,2024-05-24,No,9,192.47,2025-05-25 21:52:04,Real south staff lead well commercial.,Online,None,CD03-ML
198,Richard Shaw,Central,16,14,2750.72,2024-09,amyglenn@anderson.org,633.592.4758,45,14,Gamma,2023-05-17,Yes,1,998.78,2025-01-20 00:39:20,Response interview region get loss.,Offline,Certified Seller,CD08-CS
199,Jordan Woodward,Central,39,8,2791.77,2022-05,mcdonaldkathleen@gmail.com,309-015-1255x84029,48,11,Gamma,2023-06-23,No,9,523.21,2025-02-12 16:35:40,Success whose realize five.,Hybrid,None,CD06-CC
200,Kurt Tate,North,15,23,4912.28,2024-06,natalie83@miller-mata.net,5606568999,38,7,Beta,2022-08-01,No,7,430.66,2025-07-18 09:58:15,Future couple cup real without.,Offline,Certified Seller,CD03-ML
201,Debbie Baker,South,26,6,5040.92,2022-08,justin69@lopez.info,+1-666-025-8790x31306,33,17,Gamma,2022-11-29,No,4,678.73,2025-07-04 01:31:31,Picture crime believe safe guess deal turn.,Online,Certified Seller,CD07-DO
202,Keith Tucker,Central,23,28,6421.27,2023-04,carly79@hotmail.com,001-742-522-0588,39,19,Gamma,2020-08-14,No,6,509.96,2025-05-01 09:30:57,Rest dog then account to list.,Offline,None,CD02-AI
203,Tina Hunter,Central,59,22,1531.27,2022-01,michealzamora@hotmail.com,+1-829-054-6674x27789,39,16,Alpha,2020-12-05,Yes,2,768.24,2025-05-04 19:37:04,Seek last personal floor sister.,Online,None,CD06-CC
204,Brooke Adams,South,72,41,2208.97,2023-01,icox@gillespie-wallace.biz,(225)139-9557x426,49,14,Alpha,2022-05-12,Yes,6,504.76,2025-02-03 11:55:14,Statement lawyer sister final Congress.,Online,Elite Trainer,CD07-DO
205,Lisa Vargas,East,100,9,2740.56,2023-06,jayrowe@campos-thomas.org,(868)070-2052,38,11,Alpha,2021-02-08,Yes,8,591.29,2025-01-06 05:29:05,Management everyone point five.,Hybrid,Certified Seller,CD04-DA
206,Robert Nguyen,West,30,20,4578.68,2022-06,josephgrimes@rodriguez.org,276-338-5265x2326,40,1,Gamma,2022-05-04,No,8,657.48,2025-06-15 10:13:55,Him media program.,Offline,Certified Seller,CD02-AI
207,Charles Martinez DVM,North,15,23,6213.73,2023-12,jasmine33@hotmail.com,068-142-7151,30,2,Alpha,2023-06-18,Yes,1,585.14,2025-06-08 19:14:25,Science head other long indeed whether would.,Hybrid,None,CD08-CS
208,Kathleen Greene,West,66,40,1523.47,2023-03,obrennan@hotmail.com,+1-818-071-9661x06880,33,8,Beta,2024-06-07,Yes,8,383.14,2025-04-22 02:14:56,Same center but only approach civil court.,Online,Elite Trainer,CD01-DS
209,Mark Black,South,63,2,3233.65,2023-03,felicia92@yahoo.com,(563)677-2548x447,40,18,Gamma,2022-01-28,No,4,598.56,2025-04-08 12:21:57,Figure teacher professor move performance each student.,Offline,Certified Seller,CD01-DS
210,Jessica Harrison,Central,62,1,9344.25,2023-09,krush@yahoo.com,(612)588-0445x27509,50,11,Alpha,2024-01-13,Yes,2,396.18,2025-01-27 13:44:30,Tonight wind stock environment environment.,Hybrid,Certified Seller,CD04-DA
211,Vanessa Henderson,Central,51,17,2828.92,2024-10,timothy36@yahoo.com,668.514.9824x630,32,18,Beta,2023-11-10,Yes,8,367.52,2025-03-22 03:53:19,Involve almost green action age hour race.,Hybrid,Certified Seller,CD04-DA
212,Kim Taylor,South,52,17,2706.42,2022-09,sabrinarodriguez@hotmail.com,+1-470-262-4851,40,1,Alpha,2023-06-30,No,8,701.09,2025-03-10 03:57:14,Issue high front authority.,Offline,None,CD07-DO
213,Sarah Norris,East,35,49,7684.39,2024-09,debrasheppard@davis-stuart.com,001-766-126-8215x209,40,1,Beta,2022-03-20,No,7,386.67,2025-07-07 19:08:26,Media perform economic they analysis happen.,Online,Certified Seller,CD08-CS
214,Christopher Adkins,West,77,25,4546.26,2023-09,wtaylor@gomez.com,+1-280-491-1319,29,12,Alpha,2022-11-26,No,2,941.87,2025-01-04 01:27:27,Help miss green school eye voice.,Offline,Elite Trainer,CD02-AI
215,Charles Woodard,South,87,39,6116.99,2024-12,beckershannon@cohen.com,817.643.2225,40,1,Alpha,2023-01-26,Yes,1,426.77,2025-06-18 13:07:26,Hope per third present treat young design government.,Offline,Certified Seller,CD09-AT
216,William Mcgee,West,33,29,7672.03,2022-07,james22@chavez-richards.com,(867)164-3814x04733,36,15,Gamma,2021-07-26,No,6,544.66,2025-01-20 10:25:07,Beyond site foot almost water hour including.,Hybrid,Certified Seller,CD03-ML
217,Dr. Jennifer Wilson MD,East,76,28,3252.61,2024-04,nwatts@gmail.com,001-414-896-3642x795,22,4,Gamma,2021-03-14,No,4,464.19,2025-07-14 17:02:18,Leader then everybody despite.,Hybrid,None,CD03-ML
218,Lauren Williams,West,84,33,6365.41,2022-05,tiffanystokes@patterson.biz,001-921-198-0365x5228,40,12,Gamma,2023-04-27,Yes,5,490.75,2025-02-22 21:35:36,Already simply hospital develop production page financial.,Online,Elite Trainer,CD05-FS
219,Lisa Jones,South,64,41,2972.31,2024-10,jonesjason@yahoo.com,6973466207,40,7,Gamma,2022-04-18,Yes,6,565.66,2025-04-16 01:48:20,Tough image send seat option that list.,Hybrid,Certified Seller,CD09-AT
